v1,v2,v3,v4,v5,v6,v7,v8,transaction_amount,is_fraud
1.8107,1.4075,-0.1367,-0.0495,0.0467,0.147,-0.8473,0.9366,482.65,0
-0.3001,-1.3753,0.0625,-0.295,-0.461,-2.1569,0.6828,-1.2331,76.89,0
-1.9967,0.3656,0.5554,1.2521,1.4296,0.9096,-0.5873,-1.0291,63.99,0
-1.5411,-0.62,-0.4073,-0.4033,0.075,1.4255,0.8121,-0.9875,581.68,0
-0.5782,-0.2205,-0.8802,1.0376,-0.6661,1.142,1.0685,-0.4459,81.84,0
0.5214,-2.5871,-1.7354,-0.2636,1.356,1.8878,-0.4145,-0.1706,0.33,0
-0.384,-0.7161,-0.4682,-1.1225,0.6224,0.2885,0.61,-0.4144,427.8,0
0.5136,-1.0783,0.7419,-0.0013,0.9431,-0.9483,-0.5352,-0.34,416.88,0
-1.5391,0.9585,-0.8627,0.1312,2.5686,-0.9624,-0.7239,-0.0175,40.57,0
0.7915,1.1551,0.4161,-0.9653,-0.8113,-0.4351,0.1895,-0.1222,688.67,0
-0.7349,0.3541,-0.2022,-0.1579,1.4304,-0.0852,-0.3568,-0.2697,544.33,0
-0.1647,1.9994,0.8022,-0.7495,-1.4001,0.5668,-0.0559,-1.4289,95.97,0
0.2755,-0.5855,-1.0061,-1.5985,-0.8304,0.7592,-0.427,-0.9582,530.79,0
0.8563,-0.4567,1.4238,-0.5356,1.4107,1.4783,-0.9215,0.5818,603.16,0
-0.9299,1.5135,-0.7188,0.2727,1.3509,0.5421,-0.7576,-1.0157,47.71,0
0.966,0.2518,1.1252,1.3861,0.2582,0.3185,-0.5575,-0.9876,189.8,0
-0.066,-1.0994,-1.523,2.1118,0.3252,-0.8241,0.4618,2.1892,526.61,0
-0.5637,-0.4064,-0.4626,1.2355,-0.0409,0.0791,-0.4406,0.4629,234.13,0
0.1953,-0.3685,-0.8813,-0.4273,1.8736,1.1124,1.0204,-0.7865,172.0,0
3.6484,1.4781,1.5158,0.7209,2.6647,3.1338,-0.7203,1.2842,243.15,1
-0.4538,-1.3361,0.0776,-0.1812,-0.3216,0.1988,0.748,0.7016,50.36,0
0.4774,-0.3032,0.9333,-0.8731,-1.3205,-3.1953,-0.0701,-0.8215,113.92,0
-0.4713,1.5561,0.7144,-0.9182,-0.2671,-0.2351,-0.538,-1.7102,48.45,0
-0.8782,0.722,-0.1156,-0.3251,-0.0911,2.5595,-0.7588,0.2266,269.95,0
0.2448,-0.7324,-0.3518,-0.0057,-0.5207,0.3314,0.4574,2.1727,48.59,0
-1.094,-0.7998,-0.6278,-0.4108,-0.0157,0.9586,0.4614,0.0608,100.98,0
-0.6604,-3.0178,1.1618,0.33,-1.4843,0.4731,-0.4473,-0.419,115.75,0
-0.1401,-1.8839,-3.0017,-1.5294,-0.0197,-0.0659,0.6332,-0.5495,151.28,0
0.3753,-0.7955,-2.0526,0.5906,0.6961,-0.2158,0.6037,-0.3483,201.35,0
-0.1835,-1.0654,0.561,0.7267,-0.2744,-0.7293,0.597,-0.1332,450.24,0
-0.2706,0.2199,-0.5135,-1.7906,0.9361,-2.1722,-0.5548,-0.0546,72.13,0
0.4802,-0.863,1.9928,-1.9293,0.5779,0.3668,0.6429,-0.7084,570.73,0
0.8634,0.5309,-0.2753,0.5199,2.2355,-1.4899,0.4873,1.832,192.32,0
-1.905,-1.4745,-0.5888,1.1349,-0.7787,-0.8161,0.0361,0.0371,140.73,0
0.3982,-0.3969,1.3315,0.2819,-1.9825,-1.0194,-0.6753,0.442,27.29,0
-0.3317,-0.9058,-0.1205,0.1078,-0.3514,-1.8189,-0.5809,0.7035,304.45,0
-0.7516,-0.1977,-0.9876,0.5739,1.3512,0.8417,1.0246,-1.3797,130.07,0
-0.3987,1.0648,-0.1521,-0.0962,0.2782,-1.0022,0.0253,0.8903,377.54,0
2.1269,1.5899,2.2814,2.3858,2.7626,-0.6802,0.3346,2.5214,601.4,1
1.1304,-0.6462,0.8516,1.3832,1.2161,0.1804,1.251,-0.5222,98.06,0
-1.2778,0.514,1.0618,-0.159,0.5702,0.5378,-0.2154,-1.0947,304.04,0
0.2472,-0.3331,-3.585,1.5348,-0.6947,-0.2416,-0.2203,-0.7838,295.53,0
-0.7856,-0.0909,0.8885,-1.6626,-0.0063,-0.9508,-1.0527,0.261,257.43,0
1.3643,-0.4685,1.6218,-0.8244,-0.1122,1.2672,-0.3232,0.2721,9.96,0
-0.4139,-0.9994,-0.7071,0.6436,-0.2303,-1.7535,1.0249,0.4167,3.89,0
-1.9655,-0.8375,0.1201,1.5784,0.5539,-0.846,1.5294,-1.3551,55.16,0
0.1841,1.5471,-1.4813,-0.9111,2.8045,-0.2731,-1.891,-0.5826,61.12,0
1.2036,1.6193,-1.676,-1.199,2.9278,1.0095,0.2244,0.032,132.04,0
1.2627,1.7169,1.6521,1.2698,2.2978,2.3583,0.2741,3.2146,88.65,1
1.3268,0.8321,-0.255,1.3733,0.7479,-0.2666,-0.1659,0.3293,107.35,0
0.2389,-0.0303,1.1861,-0.9286,2.0209,1.2748,-0.2035,1.7978,250.69,0
-0.1779,-0.8399,-0.4724,0.2612,-0.7061,0.9459,0.4301,1.1435,137.09,0
-0.2812,1.5517,-1.2942,-0.7525,1.1064,-0.2716,-0.1102,1.0734,170.74,0
0.1852,-0.5102,0.4271,0.3168,2.6777,1.0708,0.5159,0.5756,37.95,0
0.9899,0.4615,-0.6322,1.2829,0.7421,0.0268,-0.0216,0.374,140.67,0
-0.5624,-1.011,1.8922,0.4665,0.5724,0.8834,0.771,-0.4131,45.8,0
-0.2281,-0.7523,-0.2939,-1.2638,0.2143,-0.1492,0.5492,0.2004,353.86,0
1.3214,1.0411,0.2645,1.7144,2.1999,-0.6887,0.0268,1.1291,12.72,1
-0.5698,1.0094,-0.7163,0.8145,-2.331,-0.5594,-0.1714,1.7425,232.66,0
0.9512,0.7064,-0.2052,-0.0413,-0.3378,0.6213,-0.7203,-0.1911,271.91,0
-0.5844,3.0544,1.9001,-0.5412,3.3624,1.3614,1.5217,-0.1669,333.62,1
0.3254,-1.9046,-1.6831,0.0977,-1.1792,0.1367,0.196,-0.4898,47.78,0
-0.6429,-3.2574,-0.3468,-0.8989,-0.2104,0.0017,1.7679,0.3047,153.68,0
-2.0958,-0.9224,0.3628,-1.9245,-1.7661,-0.2705,0.4915,0.5378,221.64,0
-1.1822,0.974,2.2702,-0.5672,0.3473,0.2202,1.0002,2.2187,245.38,0
-0.5456,1.1049,0.8009,0.5252,0.1316,1.4489,-1.0602,-0.9648,24.44,0
1.1243,0.0276,-0.6712,0.5519,-0.4385,-0.8375,-0.8654,0.3215,569.59,0
-1.856,1.2746,0.6242,0.8992,0.5581,-0.1611,-1.0631,-0.1401,73.0,0
-1.8046,1.2465,0.4622,-2.413,-0.5764,0.8806,-0.28,1.245,542.75,0
1.8699,-1.0412,-0.5533,0.3725,-0.2189,0.5738,-1.4678,-0.2104,229.64,0
0.715,0.6059,-0.7884,-1.1683,0.0158,0.561,0.4052,-0.5122,214.28,0
0.1078,-0.5962,-0.1964,2.6182,0.1822,0.4502,-0.7055,1.0201,364.44,0
2.6896,1.2396,0.2821,-1.2279,-0.9861,0.7463,-1.3625,-1.3311,6.32,0
1.1009,1.003,0.3743,0.8822,0.2151,0.5554,-0.3157,0.1158,37.8,0
0.6707,1.7448,0.0367,-0.2265,-0.1057,1.6283,0.4028,2.1442,479.19,0
0.0842,-0.6321,0.2708,0.6715,0.2169,-0.8812,-0.4636,-0.4559,305.32,0
-1.2513,0.112,0.9802,-0.5604,1.5705,-0.7175,-0.238,-1.0796,253.91,0
-0.0542,0.5312,0.0464,0.1246,1.7234,1.2017,0.0794,0.2145,209.78,0
1.0832,0.5959,-0.4167,-0.9435,0.081,0.2478,0.0958,-0.1801,415.06,0
0.3074,0.1746,-0.2622,2.446,1.305,-0.7211,-0.2736,-0.2142,900.97,0
-0.8253,-0.8859,0.4603,-0.2875,2.0812,1.2504,1.3095,0.6714,138.81,0
0.2078,-1.1423,-0.3167,-0.0473,-0.0904,1.1265,1.8348,-0.4789,470.94,0
-0.0098,0.0915,-0.7394,0.2152,1.7151,0.2544,1.065,0.029,39.68,0
-0.1178,3.0647,-1.3458,-0.1251,-1.4237,-0.3878,-0.3471,0.8449,203.96,0
0.7321,0.358,-0.8203,1.3456,0.7325,-0.0742,-0.4682,0.3641,126.47,0
-0.0196,-1.0822,-0.6527,-0.2964,0.2482,0.0093,0.2104,-1.5248,22.0,0
0.1033,-1.1182,0.1008,-1.1459,1.1869,2.7278,0.4839,-0.6349,360.56,0
4.1806,1.8966,1.4497,4.3259,3.5287,3.3403,1.1491,1.0202,364.32,1
-0.6968,-1.0545,-0.6331,-1.5619,0.4948,-0.8028,0.3997,0.5375,57.04,0
0.8701,0.9315,-0.3012,0.9884,0.628,-0.6855,1.2713,-1.2675,311.99,0
0.4017,0.8261,-0.556,-0.0594,1.1619,-1.1028,1.8047,-1.3392,239.15,0
0.5703,0.2352,1.0932,2.486,-0.2698,0.7949,-0.0052,0.5061,564.74,0
-0.3438,0.7143,-0.581,0.0835,-1.07,0.2988,0.5081,-1.4229,37.66,0
-0.7093,0.5122,0.0568,-0.6173,1.3382,0.2048,0.6308,1.4166,116.46,0
0.4052,-0.4745,-0.8458,1.0264,0.3875,0.4904,1.5021,-1.0548,222.85,0
0.6206,0.7201,0.141,0.1298,0.0501,0.2691,0.716,0.6302,259.1,0
0.9778,-0.7497,-0.0586,-0.4485,-1.6818,-0.1094,1.8448,-1.712,115.17,0
-0.2028,1.5385,0.3406,0.2057,0.9006,1.0929,0.7836,1.4195,69.59,0
1.7618,0.265,-2.1594,0.2856,-0.1946,-1.101,0.3536,0.8798,56.12,0
1.9985,1.0017,0.9443,-0.2644,-0.2863,-1.4517,0.7817,0.4911,9.83,0
1.2397,0.6769,-1.6222,0.608,0.1118,-0.0978,-0.0227,0.2046,194.62,0
0.256,0.0185,2.1652,-0.7491,1.1549,-0.1259,-1.4804,-0.1883,49.58,0
-1.0692,-0.3322,1.2915,-1.2324,-1.2165,0.5913,-0.4151,0.4855,26.62,0
-0.2154,-0.6617,-0.3415,1.7239,0.6621,-0.5603,-0.0683,-0.0283,444.54,0
0.5856,0.8219,0.6231,-0.1212,0.7869,1.2609,0.8802,-0.032,104.9,0
-0.4616,0.3277,-1.7264,1.4626,0.5149,-0.8652,-0.5854,-1.7031,146.61,0
-1.8263,0.2614,1.5402,-1.3008,-0.2724,-0.3484,1.9205,2.2587,66.69,0
0.2745,-0.9764,0.9113,-1.3577,-1.5671,-0.5589,1.9545,1.8979,693.55,0
3.648,0.3839,2.8228,1.9099,-1.3147,1.3679,1.2232,3.3741,168.83,1
1.4002,0.5798,-0.3027,-1.4297,0.2067,1.0946,0.3543,-3.4446,73.06,0
-0.8119,-1.0541,0.0365,-0.5083,1.6029,-1.5714,-1.1613,0.2446,269.74,0
0.7904,-1.2669,0.9027,-0.043,0.1281,-0.0424,1.3861,1.2094,753.86,0
-0.5817,0.8982,0.4082,-1.7405,0.2688,0.2106,0.3635,0.5755,195.82,0
-0.6007,0.59,0.7233,-0.7685,-0.493,-2.2254,-1.0907,-0.7425,547.05,0
1.8857,0.1606,0.2329,0.1972,1.0029,0.576,0.442,0.736,249.62,0
1.0756,1.8464,-0.2587,0.0347,-0.5234,-0.3464,1.7114,-1.0042,143.77,0
-2.072,0.387,-0.8725,0.6312,-0.2016,-0.2498,0.0522,-1.1385,456.74,0
0.4091,1.258,1.1387,-0.5646,-1.4888,-1.3172,-0.3117,1.4623,629.27,0
-0.979,2.4222,0.2495,1.226,0.8553,0.9832,-0.1991,1.6064,564.43,0
1.124,1.354,-0.0692,0.2504,-0.4525,0.6269,-1.1941,1.7958,151.55,0
-0.8472,0.8841,-0.5345,0.654,-1.3292,-1.8068,-0.229,-1.5685,149.59,0
1.1649,1.4146,-1.2221,-0.2083,0.8393,1.8821,1.782,-0.7958,168.05,0
-0.0353,-0.3483,0.8316,1.1623,1.0842,-1.1855,1.3049,-0.3579,145.55,0
0.4256,-0.11,-0.2529,-1.7348,1.3397,-0.3219,0.5059,0.679,79.48,0
2.3681,-0.4315,2.0341,1.6269,3.437,1.5418,2.9293,1.2915,93.95,1
1.3396,-0.209,0.19,1.1382,1.6525,1.0029,0.241,-1.3756,0.12,0
0.0923,-1.2036,-1.0335,-1.4601,-1.0668,1.3573,-0.7331,0.4662,301.31,0
0.8378,-1.0486,-0.2671,0.3452,1.6135,-0.0093,-0.2425,0.2736,368.07,0
1.3493,0.6479,0.6869,0.6062,-1.3802,-0.8761,-0.205,-0.7259,481.14,0
0.0283,-0.3039,-0.3281,-0.5081,-1.6458,0.3829,0.2315,0.8497,89.94,0
-2.6383,0.3775,0.4312,0.4755,-0.5249,1.4897,-0.4599,0.4209,109.13,0
0.3647,-1.7897,-0.0536,-1.1223,0.2346,-0.0194,0.7435,1.0668,308.75,0
0.184,0.236,-2.4289,0.6465,0.1499,0.564,-1.2868,-0.3158,120.57,0
1.8799,0.5719,1.4484,0.6452,1.1251,1.8571,-0.7318,-0.7971,638.87,0
-1.1474,-1.7153,-1.4391,-0.9612,-0.2388,-1.2087,0.1857,-0.2464,274.91,0
0.6674,0.7245,0.186,1.0927,1.2688,0.8164,-0.5462,0.4944,378.28,0
-0.3628,1.4261,0.0127,0.6484,0.5577,-0.8243,0.3672,1.9283,85.74,0
-0.0542,-0.3787,0.8199,0.8479,-1.8353,1.0451,-0.6108,0.2363,216.36,0
0.2066,-0.0449,-1.2711,0.0623,-1.8932,-0.5816,-0.5631,0.287,794.13,0
1.7136,0.8275,1.741,-0.6719,-1.5924,-0.1403,-0.2256,1.4594,835.56,0
1.1666,-0.331,1.2025,-1.364,-1.3884,-1.2138,0.0092,1.2024,57.64,0
1.9854,-0.6565,1.9035,0.4032,-0.0498,-1.5006,0.0047,1.8922,253.42,0
-0.1948,0.5562,0.6463,0.7314,0.2895,0.1938,0.1003,-0.576,21.36,0
-0.204,-1.1455,-1.3943,0.549,0.2862,0.1055,0.2707,-0.6189,26.91,0
-1.0278,0.1086,1.0623,1.4727,-1.1478,-1.5186,0.0621,1.1092,219.75,0
0.1202,0.4452,-0.4002,0.8397,0.149,0.7888,0.1941,0.3764,264.08,0
3.0621,1.2558,1.2848,1.2903,3.206,1.7114,1.4216,2.3082,673.24,1
0.2781,0.2425,0.5895,-0.4773,1.247,0.4436,-1.2872,-0.1075,108.37,0
-1.2993,-0.1081,-0.3333,-1.4357,0.1494,-0.0956,1.1822,2.013,135.18,0
-0.6678,-1.5627,0.8282,0.4001,0.456,1.4732,-0.3159,0.6096,123.16,0
0.8591,-1.0284,1.7386,0.2202,-2.7483,1.6595,0.0051,-0.3955,176.99,0
-0.2257,-1.1591,0.4835,-0.3859,-0.6718,0.4987,-1.1437,0.7705,331.14,0
3.3651,5.963,-1.3965,2.1957,1.8905,1.5654,2.5058,1.9947,112.12,1
0.3497,-0.1962,-0.2347,1.6181,-0.1263,1.331,-1.5881,2.6881,239.93,0
-0.7948,-0.2414,1.8706,-0.0633,-1.1444,0.9188,-0.4719,0.2838,507.87,0
0.5958,0.0986,-1.1051,-0.9055,-0.6072,1.4014,1.0767,-1.0799,375.57,0
-0.1885,0.411,-1.6407,0.7046,0.7633,0.047,-0.8676,-0.9794,233.76,0
-1.189,-1.8044,-0.0417,1.3788,0.3957,1.7092,1.3212,0.0206,494.28,0
-2.1125,-1.0391,0.3069,-0.6756,-0.3153,0.6128,-0.17,-1.219,147.0,0
1.7557,1.7688,-0.9246,-0.7273,-0.324,1.2243,-1.2873,-1.9666,17.86,0
-0.5169,0.0627,-1.2508,-2.2432,0.4577,-2.1136,0.8541,1.5585,413.33,0
-1.9279,0.9083,0.1587,0.4727,-0.4424,-1.3844,-1.1858,-0.2722,53.4,0
-0.7451,0.382,-1.3424,0.0147,0.5724,0.9076,-0.7642,0.0178,3.18,0
-0.8283,1.6244,2.0678,0.1648,2.5907,-0.6802,-1.2511,-0.7096,209.97,0
-1.1854,-0.0108,-0.3738,-2.4653,-0.6524,0.3436,-0.058,-0.7765,12.87,0
2.3676,-1.2538,-0.2429,-1.0374,-1.036,-0.4522,0.6362,1.2905,842.97,0
0.9184,0.6565,0.0978,-1.2261,-0.089,0.1847,0.7827,0.273,57.3,0
-1.3593,1.5132,-0.5945,-0.2375,-0.5922,-0.0816,1.3081,2.473,244.11,0
0.301,0.1583,0.9605,-0.1331,0.7911,-0.1722,0.4344,-1.5029,367.94,0
1.9418,0.0548,-1.9227,-0.9139,0.2623,0.093,1.6245,0.9601,65.91,0
-1.4778,0.5841,-0.7468,0.8946,-1.6302,-0.0984,-0.0342,0.4805,169.61,0
1.0653,0.7528,1.0719,0.6084,0.2097,1.0994,0.9194,0.3761,30.25,0
-1.2871,-0.1217,-0.039,-0.2437,0.4439,0.6344,0.3923,-0.1769,202.21,0
-1.1473,0.6225,-1.6412,-1.8299,-0.1219,-0.2112,0.2723,-0.6495,150.28,0
0.7924,0.1251,0.8767,-0.5633,0.8854,1.0158,0.6775,0.1342,77.92,0
-0.9869,1.5283,-1.1591,0.4271,-0.4736,-0.1893,-1.4239,1.3431,226.67,0
-1.0849,0.8006,0.2654,-0.194,-1.7729,-1.5402,-0.3645,-1.4646,679.11,0
-1.0189,0.4391,0.9952,-0.436,-0.7906,0.5304,-1.4816,-1.088,295.92,0
2.0045,-0.4489,-0.8585,-1.1268,-0.388,-0.6952,1.4381,-1.2487,356.59,0
0.753,0.0462,-0.1788,-0.0154,-0.7254,-1.3667,0.3087,-0.5335,6.11,0
1.7736,-1.128,0.6446,-0.0729,-0.499,1.0722,-1.4614,-2.3664,350.82,0
-1.382,0.1973,2.1397,-0.8686,-0.0592,1.4135,0.6171,2.4802,348.62,0
1.427,-1.0874,-0.1633,-2.1413,-0.1783,-0.816,-0.2178,2.9236,113.47,0
1.1294,-0.537,-2.136,-0.6748,0.5479,-0.0667,0.1803,-0.5233,121.22,0
-1.3873,-0.7693,-1.8106,0.1446,2.2638,-0.0443,0.101,0.5502,132.71,0
0.243,-0.3139,-0.9662,-1.4699,0.2239,1.6134,0.2032,-1.3828,25.33,0
0.2058,1.5167,-0.2901,-0.3071,1.4396,0.9856,0.1449,-1.561,356.16,0
-0.3411,-1.4544,2.1321,0.2375,0.4566,-0.4224,-1.562,-0.0833,436.75,0
-1.194,1.4027,1.5673,-1.0387,-1.1041,-0.3478,0.3404,-0.1818,373.93,0
-1.7811,-0.3175,-0.2249,1.2237,-0.5062,0.2649,0.2258,1.1577,345.65,0
0.5882,1.218,-0.9856,1.2809,-0.0444,1.5922,0.0033,-2.0475,64.17,0
1.4411,-0.7308,0.2262,0.2478,0.0854,0.1149,0.0371,0.2117,195.99,0
-0.0011,0.1563,1.3873,1.3059,1.1532,-0.6288,-0.9868,0.7608,100.43,0
-2.0357,-0.2957,0.8011,-0.8452,-0.2401,0.5936,1.5183,-1.2939,377.7,0
1.6133,0.3696,-0.3039,0.528,1.0089,0.7742,0.7188,-1.4981,265.99,0
0.8382,-1.2676,-0.7573,-2.3876,-2.1843,1.7982,2.0836,0.0927,569.93,0
0.4565,-0.6966,0.6467,0.0093,-0.2401,-0.8616,-0.4642,-0.1778,237.44,0
0.2454,-1.0593,-0.0444,-0.1439,-0.6245,-0.7933,0.4051,-0.2258,134.27,0
0.3793,-1.3622,1.2556,0.0302,-0.2442,-0.8439,0.6223,-0.8045,73.1,0
-0.0074,-1.7403,0.4616,-0.451,1.2615,0.5911,1.1701,-1.011,73.87,0
0.293,1.1685,0.4002,-0.0756,-0.6681,0.8308,-1.1769,0.2428,24.04,0
-0.7701,-0.0948,-1.2345,1.5569,1.1549,-0.0316,-1.1541,1.5359,356.74,0
-1.1835,-0.4875,0.8861,-1.2008,-0.0786,-0.0091,-0.3858,2.6958,130.68,0
-0.6336,0.1763,-1.3378,-0.1298,-2.5279,-1.5681,-0.3223,2.3751,67.7,0
-0.7441,0.6137,-1.8789,0.7768,-0.0232,-0.4871,-0.2325,-0.1592,135.4,0
1.798,1.2887,-0.7941,-0.6775,-0.8286,-0.7834,1.4927,-0.2438,263.26,0
-1.3672,1.7907,-0.1419,-0.0809,-0.3425,-0.4884,1.5441,1.386,262.78,0
0.8467,0.7389,0.5375,0.0736,-0.5244,-0.815,1.2899,0.7648,84.29,0
-0.9949,0.2269,1.0128,0.4307,0.1667,-0.797,0.8672,-3.1319,67.01,0
0.1,-0.9928,0.5821,1.2679,-0.6601,-0.7276,-0.7641,-1.6787,273.91,0
-0.9144,-1.0594,1.0571,-0.3985,0.2397,1.997,-0.0105,0.7062,2.19,0
-0.2595,1.127,-1.0049,-0.8417,1.2523,0.0758,0.6698,0.4018,14.7,0
0.9321,-0.1823,-0.4601,-0.267,0.5522,-1.1485,1.1887,-0.056,470.29,0
1.0315,0.6832,0.6804,1.7135,-0.33,-0.549,-0.3536,-1.6022,171.96,0
1.2464,0.0073,2.2342,0.7462,-0.9006,0.0696,-0.1525,-0.2504,269.52,0
-0.1261,-0.5825,-0.9894,-2.2136,1.2481,-0.3535,0.8754,1.0765,404.86,0
-0.1965,0.5859,0.3204,-1.0569,1.2942,0.9444,-0.9012,1.2241,470.07,0
-1.007,1.6486,2.2395,0.4783,-0.0109,-1.295,1.5464,0.0763,772.96,0
0.9977,0.5026,0.8541,0.3738,0.1725,-0.5037,0.813,1.0249,72.64,0
-0.4564,-0.2689,-0.1001,1.4698,0.0301,-1.2357,-1.1959,0.1392,140.38,0
-0.5275,-0.3105,-0.3821,-1.1902,0.165,-0.5972,0.6709,0.5176,365.16,0
1.6257,-0.2116,-0.8032,-1.4697,2.1933,0.6621,-0.6924,1.6932,402.07,0
0.4374,-2.1165,-0.1773,1.4539,-1.4176,-1.5992,0.2208,1.3874,117.22,0
-1.3658,0.0329,-0.901,-0.4962,-1.1943,-0.4032,-1.1241,0.7579,265.44,0
-0.691,0.9854,2.0424,-0.1213,0.0945,-1.0652,-0.7195,-1.0746,937.26,0
0.2067,0.4308,1.7781,0.4337,-0.6185,0.6765,-0.8318,0.9132,151.4,0
-0.3488,1.4415,-1.107,-1.703,-0.8678,0.3872,1.2836,-0.6605,397.05,0
-0.8255,-0.2599,-1.1443,0.7138,-0.3074,-1.4494,-0.559,0.1012,593.02,0
0.5697,-0.0367,1.0091,1.073,0.6486,-1.4546,-0.8415,-0.2749,871.12,0
0.3709,-0.8641,-0.5007,-0.5628,-0.1865,1.7947,1.9549,0.8366,193.71,0
0.4723,0.8902,0.0738,-0.2817,0.7667,0.2594,-0.17,-1.414,495.91,0
-1.1341,0.3136,-0.6853,0.7388,0.2935,1.2546,0.7181,-0.6935,116.55,0
-1.0165,-0.001,-0.4902,-0.3437,0.8014,1.4998,1.1905,-0.4049,127.46,0
1.4825,-0.944,-1.8736,0.5555,-0.6294,-1.0774,0.8852,-0.1448,13.94,0
-0.6172,-0.6854,-1.3227,0.8746,-0.0921,2.0998,0.6282,0.8299,445.6,0
1.0784,-0.4365,-0.0256,0.5618,-0.5986,0.5679,-2.0464,0.4397,360.91,0
1.2286,0.2953,0.0757,0.2601,0.7329,0.2408,-1.8095,1.0895,249.01,0
2.6568,-1.4093,-0.5847,-0.5057,2.0405,-1.3201,0.4259,0.2484,254.91,0
1.8836,-1.1609,0.6501,1.1579,-2.3655,0.4102,0.6034,-0.2673,192.49,0
-0.314,-0.4827,-1.3251,0.7767,1.2768,-0.0274,-0.3056,0.435,587.22,0
-0.7983,0.5998,-0.064,0.4889,-0.4539,-1.2091,1.7351,1.5466,212.99,0
-0.5488,0.349,1.8878,-0.3707,0.5338,0.0244,0.0241,-0.1652,197.18,0
0.4575,1.0584,1.4079,0.3318,1.7137,0.093,1.0774,0.4287,4.57,0
-1.226,-0.0675,1.7329,-0.8529,-0.1275,-1.3122,-1.4592,-0.7873,152.08,0
-0.8788,0.3497,0.3001,-0.8489,1.588,-0.2956,-0.9928,0.8529,389.56,0
-0.9854,1.1883,0.3546,-0.2349,0.6414,0.0089,0.383,-0.8168,347.2,0
-0.768,-0.7691,1.0105,-0.4198,-1.0947,-0.0431,0.118,-1.9727,332.35,0
0.6954,-0.1006,-0.329,-0.1091,-1.61,0.1922,-1.3644,-0.2858,294.05,0
-1.1531,0.6474,1.2183,1.399,-0.7707,0.6574,0.0752,1.8471,261.82,0
1.5006,0.6163,0.2995,-1.0219,0.4914,-1.2758,1.3052,0.4221,460.36,0
0.0083,2.4206,0.6027,-1.3494,2.0865,1.0987,0.3801,0.6466,198.09,0
0.0565,1.6012,0.4976,-0.1164,2.2557,1.1592,0.8167,0.3173,88.19,0
-1.0879,0.4035,-1.1123,0.7403,-0.663,-1.213,-0.5278,0.3367,14.6,0
0.6006,1.182,-0.4553,-0.6611,-1.6884,-2.019,-0.176,-0.1075,225.04,0
1.4005,-0.8112,1.3396,-0.1474,2.5013,0.3626,-1.2289,-0.1972,25.41,0
-0.594,0.0027,0.676,1.113,0.8952,0.075,2.4834,-0.365,72.45,0
0.0581,-0.9002,0.2677,0.2615,-0.1662,2.421,-0.1407,-0.2792,605.66,0
0.4545,-0.0932,-0.2796,0.7791,1.1325,-0.0682,2.0725,-0.1973,268.58,0
-0.5335,-1.075,0.3643,-0.217,0.7906,-1.0119,0.2109,2.4696,119.26,0
-0.5016,0.1376,1.9236,-0.3239,0.2917,1.9947,-0.55,1.8147,214.24,0
0.0974,-1.0941,-0.8303,1.4878,1.825,1.0095,1.3193,1.2166,322.3,0
-0.7349,0.0188,0.8047,0.6621,1.1008,-0.4875,0.0848,1.2484,98.02,0
0.2832,1.0442,0.5136,0.7504,-0.2666,0.603,-0.1484,-0.4415,131.56,0
0.7833,1.153,1.0517,-0.2706,-0.4256,1.7417,-0.1651,-1.3546,277.4,0
0.3702,-0.8214,-0.5103,0.4758,-0.5486,0.9734,-0.9862,-0.9895,507.46,0
-1.2589,0.0013,1.1987,-0.0254,-0.7917,-2.1482,0.9527,-0.7359,141.84,0
2.1332,-0.0619,-1.3444,-1.3447,0.7766,-0.0597,0.8768,-0.5336,161.33,0
-0.7536,-2.2462,0.0583,-0.2794,-0.5858,0.9116,-2.7335,1.5762,368.72,0
-1.2687,2.0095,0.4393,-0.0956,1.722,-1.3023,-0.1371,1.9997,255.42,0
1.8986,0.9785,1.5265,3.3354,1.248,1.8279,1.0762,3.1266,64.51,1
0.7491,-0.8909,1.3038,0.5294,-1.1319,-0.5291,-0.5465,0.1599,171.02,0
-0.8519,0.7827,1.9157,3.8092,0.7757,2.568,1.4749,5.1893,408.6,1
-1.1696,0.5015,-0.9922,-0.6586,-1.3653,-0.1565,1.0645,0.2267,376.39,0
0.8871,-1.1727,0.0632,1.3396,-1.2749,1.1555,1.6192,-0.2222,126.38,0
1.57,-0.1697,-1.3271,0.6637,0.7806,1.57,1.2813,1.9455,222.3,0
-0.0042,2.8988,1.2662,-0.5544,0.4245,0.7276,-1.3684,1.3696,16.84,0
-0.211,-0.4398,1.6092,0.5664,0.973,0.4349,-0.4444,0.6114,276.73,0
1.0431,-0.4439,-0.3043,1.3478,-1.3716,-0.4031,1.1284,-0.2111,344.96,0
0.76,-0.7659,-1.045,-0.7783,-0.5588,-0.1667,1.1145,-0.9665,662.82,0
0.7007,0.209,1.7096,-0.6825,0.1794,-1.6932,0.211,1.4694,113.21,0
-1.3219,-0.2346,0.1943,-0.0533,0.6107,2.2119,-1.7131,-0.5071,166.31,0
0.5623,0.9702,-0.1461,-1.3768,-1.3642,0.8598,-1.2606,0.392,112.54,0
-0.3714,-1.2425,-0.7052,1.2521,1.4875,-1.1481,-0.4583,-0.0762,216.08,0
1.1855,-0.7551,0.9443,-1.254,0.1276,-0.2425,0.0463,-0.989,239.51,0
